time[d],date,hour,SURFACE_WATER,,,,,,,,ATMOSPHERE,,,,,,,,ATMOS_PRECIP,,,,,,,,,,,,,,,PONDED_WATER,,,,,,,,SOIL[0],,,,,,,,SOIL[1],,,,,,,,SOIL[2],,,,,,SNOW_LIQ,,,,,,SNOW,,,,,,CANOPY,,,,,CANOPY_SNOW,,,,
,,,Flush,Precipitation,Infiltration,Baseflow,Baseflow,cumulative,storage,error,Precipitation,Canopy Evaporation,Canopy Snow Evaporation,Soil Evaporation,Soil Evaporation,cumulative,storage,error,Precipitation,Precipitation,Precipitation,Precipitation,Precipitation,Precipitation,Precipitation,Precipitation,Precipitation,Precipitation,Precipitation,Precipitation,cumulative,storage,error,Infiltration,Infiltration,Precipitation,Snow Melt & Refreeze,Overflow,cumulative,storage,error,Soil Evaporation,Soil Evaporation,Precipitation,Infiltration,Capillary Rise,cumulative,storage,error,Capillary Rise,Percolation,Baseflow,Precipitation,Flush,cumulative,storage,error,Baseflow,Precipitation,Percolation,cumulative,storage,error,Snow Refreeze,Overflow,Precipitation,cumulative,storage,error,Snow Melt & Refreeze,Snow Refreeze,Precipitation,cumulative,storage,error,Canopy Evaporation,Precipitation,cumulative,storage,error,Canopy Snow Evaporation,Precipitation,cumulative,storage,error
116,2003-01-25,00:00:00.00,-65.3211,0,65.3211,12.8073,45.1388,57.9461,0,57.9461,0,0.814148,0.0685134,43.9762,41.9663,86.8252,86.8252,4.26326e-014,-0,-0,-0,-116.319,-0,-0,-0,-2.9035,-59.3992,-0.814148,-0.0685134,0,-179.505,-179.505,0,-76.8089,-65.3211,116.319,25.1317,0.678838,2.45359e-014,0,2.45359e-014,-43.9762,-41.9663,0,76.8089,22.6632,13.5295,23.5295,-10,-22.6632,-39.8506,-12.8073,0,65.3211,-10,0,-10,-45.1388,0,39.8506,-5.28815,4.71185,-10,-2.22467,-0.678838,2.9035,4.44089e-016,0,4.44089e-016,-25.1317,2.22467,59.3992,36.4922,36.4922,-7.10543e-015,-0.814148,0.814148,0,0,0,-0.0685134,0.0685134,0,0,0
117,2003-01-26,00:00:00.00,-65.3211,0,65.3211,12.8073,45.3461,58.1534,0,58.1534,0,0.814148,0.0685134,44.0094,41.9989,86.891,86.891,1.42109e-014,-0,-0,-0,-116.319,-0,-0,-0,-2.9035,-61.7712,-0.814148,-0.0685134,0,-181.877,-181.877,-5.68434e-014,-76.8089,-65.3211,116.319,25.1317,0.678838,2.45359e-014,0,2.45359e-014,-44.0094,-41.9989,0,76.8089,22.6632,13.4637,23.4637,-10,-22.6632,-39.8506,-12.8073,0,65.3211,-10,0,-10,-45.3461,0,39.8506,-5.49548,4.50452,-10,-2.22467,-0.678838,2.9035,4.44089e-016,0,4.44089e-016,-25.1317,2.22467,61.7712,38.8642,38.8642,0,-0.814148,0.814148,0,0,0,-0.0685134,0.0685134,0,0,0
118,2003-01-27,00:00:00.00,-65.3211,0,65.3211,12.8073,45.5443,58.3516,0,58.3516,0,0.814148,0.0685134,44.0261,42.0155,86.9242,86.9242,2.84217e-014,-0,-0,-0,-116.319,-0,-0,-0,-2.9035,-61.7712,-0.814148,-0.0685134,0,-181.877,-181.877,-5.68434e-014,-76.8089,-65.3211,116.319,25.1317,0.678838,2.45359e-014,0,2.45359e-014,-44.0261,-42.0155,0,76.8089,22.6632,13.4305,23.4305,-10,-22.6632,-39.8506,-12.8073,0,65.3211,-10,0,-10,-45.5443,0,39.8506,-5.69369,4.30631,-10,-2.22467,-0.678838,2.9035,4.44089e-016,0,4.44089e-016,-25.1317,2.22467,61.7712,38.8642,38.8642,0,-0.814148,0.814148,0,0,0,-0.0685134,0.0685134,0,0,0
119,2003-01-28,00:00:00.00,-65.3211,0,65.3211,12.8073,45.7338,58.5411,0,58.5411,0,0.814148,0.0685134,44.0261,42.0155,86.9242,86.9242,2.84217e-014,-0,-0,-0,-116.319,-0,-0,-0,-2.9035,-62.2539,-0.814148,-0.0685134,0,-182.359,-182.359,-8.52651e-014,-76.8089,-65.3211,116.319,25.1317,0.678838,2.45359e-014,0,2.45359e-014,-44.0261,-42.0155,0,76.8089,22.6632,13.4305,23.4305,-10,-22.6632,-39.8506,-12.8073,0,65.3211,-10,0,-10,-45.7338,0,39.8506,-5.88318,4.11682,-10,-2.22467,-0.678838,2.9035,4.44089e-016,0,4.44089e-016,-25.1317,2.22467,62.2539,39.3468,39.3468,2.13163e-014,-0.814148,0.814148,0,0,0,-0.0685134,0.0685134,0,0,0
120,2003-01-29,00:00:00.00,-65.3211,0,65.3211,12.8073,45.9149,58.7222,0,58.7222,0,0.814148,0.0685134,44.0672,42.0557,87.0055,87.0055,0,-0,-0,-0,-116.319,-0,-0,-0,-2.9035,-63.4309,-0.814148,-0.0685134,0,-183.536,-183.536,-5.68434e-014,-76.8089,-65.3211,116.319,25.1317,0.678838,2.45359e-014,0,2.45359e-014,-44.0672,-42.0557,0,76.8089,22.6632,13.3492,23.3492,-10,-22.6632,-39.8506,-12.8073,0,65.3211,-10,0,-10,-45.9149,0,39.8506,-6.06433,3.93567,-10,-2.22467,-0.678838,2.9035,4.44089e-016,0,4.44089e-016,-25.1317,2.22467,63.4309,40.5239,40.5239,7.10543e-015,-0.814148,0.814148,0,0,0,-0.0685134,0.0685134,0,0,0
121,2003-01-30,00:00:00.00,-65.3211,0,65.3211,12.8073,46.0881,58.8954,0,58.8954,0,0.814148,0.0685134,44.0892,42.0775,87.0494,87.0494,1.42109e-014,-0,-0,-0,-116.319,-0,-0,-0,-2.9035,-63.5565,-0.814148,-0.0685134,0,-183.662,-183.662,-5.68434e-014,-76.8089,-65.3211,116.319,25.1317,0.678838,2.45359e-014,0,2.45359e-014,-44.0892,-42.0775,0,76.8089,22.6632,13.3054,23.3054,-10,-22.6632,-39.8506,-12.8073,0,65.3211,-10,0,-10,-46.0881,0,39.8506,-6.2375,3.7625,-10,-2.22467,-0.678838,2.9035,4.44089e-016,0,4.44089e-016,-25.1317,2.22467,63.5565,40.6495,40.6495,-7.10543e-015,-0.814148,0.814148,0,0,0,-0.0685134,0.0685134,0,0,0
122,2003-01-31,00:00:00.00,-65.3211,0,65.3211,12.8073,46.2537,59.061,0,59.061,0,0.814148,0.0685134,44.0896,42.0779,87.0502,87.0502,1.42109e-014,-0,-0,-0,-116.319,-0,-0,-0,-2.9035,-63.5565,-0.814148,-0.0685134,0,-183.662,-183.662,-5.68434e-014,-76.8089,-65.3211,116.319,25.1317,0.678838,2.45359e-014,0,2.45359e-014,-44.0896,-42.0779,0,76.8089,22.6632,13.3045,23.3045,-10,-22.6632,-39.8506,-12.8073,0,65.3211,-10,0,-10,-46.2537,0,39.8506,-6.40306,3.59694,-10,-2.22467,-0.678838,2.9035,4.44089e-016,0,4.44089e-016,-25.1317,2.22467,63.5565,40.6495,40.6495,-7.10543e-015,-0.814148,0.814148,0,0,0,-0.0685134,0.0685134,0,0,0
123,2003-02-01,00:00:00.00,-65.3211,0,65.3211,12.8073,46.412,59.2192,0,59.2192,0,0.814148,0.0685134,44.1452,42.1322,87.16,87.16,0,-0,-0,-0,-116.319,-0,-0,-0,-2.9035,-64.0708,-0.814148,-0.0685134,0,-184.176,-184.176,-5.68434e-014,-76.8089,-65.3211,116.319,25.1317,0.678838,2.45359e-014,0,2.45359e-014,-44.1452,-42.1322,0,76.8089,22.6632,13.1947,23.1947,-10,-22.6632,-39.8506,-12.8073,0,65.3211,-10,0,-10,-46.412,0,39.8506,-6.56133,3.43867,-10,-2.22467,-0.678838,2.9035,4.44089e-016,0,4.44089e-016,-25.1317,2.22467,64.0708,41.1638,41.1638,-2.13163e-014,-0.814148,0.814148,0,0,0,-0.0685134,0.0685134,0,0,0
124,2003-02-02,00:00:00.00,-67.6965,0,67.6965,12.893,46.6008,59.4937,0,59.4937,0,0.814148,0.0685134,44.6928,42.6793,88.2547,88.2547,2.84217e-014,-0,-0,-0,-118.239,-0,-0,-0,-2.97744,-64.0708,-0.814148,-0.0685134,0,-186.17,-186.17,-5.68434e-014,-77.8844,-67.6965,118.239,26.5916,0.750665,1.44329e-014,-6.47033e-018,1.44394e-014,-44.6928,-42.6793,0,77.8844,22.9708,13.4831,23.4831,-10,-22.9708,-40.7028,-12.893,0,67.6965,-8.87003,1.12997,-10,-46.6008,0,40.7028,-5.898,4.102,-10,-2.22467,-0.750665,2.97744,0.00211192,0.00211192,1.00267e-015,-26.5916,2.22467,64.0708,39.7039,39.7039,0,-0.814148,0.814148,0,0,0,-0.0685134,0.0685134,0,0,0
125,2003-02-03,00:00:00.00,-67.6965,0,67.6965,12.893,46.8181,59.7112,0,59.7112,0,0.814148,0.0685134,44.769,42.7519,88.4036,88.4036,1.42109e-014,-0,-0,-0,-118.239,-0,-0,-0,-2.97744,-64.1351,-0.814148,-0.0685134,0,-186.234,-186.234,0,-77.8844,-67.6965,118.239,26.5916,0.750665,1.44329e-014,3.28076e-035,1.44329e-014,-44.769,-42.7519,0,77.8844,23.2428,13.6063,23.6063,-10,-23.2428,-41.5409,-12.893,0,67.6965,-9.98028,0.019718,-10,-46.8181,0,41.5409,-5.27722,4.72278,-10,-2.22678,-0.750665,2.97744,1.33227e-015,0,1.33227e-015,-26.5916,2.22678,64.1351,39.7703,39.7703,-2.13163e-014,-0.814148,0.814148,0,0,0,-0.0685134,0.0685134,0,0,0
126,2003-02-04,00:00:00.00,-67.885,0,67.885,12.9068,47.0284,59.9352,0,59.9352,0,0.814148,0.0685134,44.8654,42.8437,88.5918,88.5918,1.42109e-014,-0,-0,-0,-118.332,-0,-0,-0,-3.18526,-72.8505,-0.814148,-0.0685134,0,-195.251,-195.251,5.68434e-014,-77.9142,-67.885,118.332,26.7102,0.756594,-1.28786e-014,5.58176e-019,-1.28791e-014,-44.8654,-42.8437,0,77.9142,23.2699,13.4749,23.4749,-10,-23.2699,-41.5959,-12.9068,0,67.885,-9.88768,0.112316,-10,-47.0284,0,41.5959,-5.43243,4.56757,-10,-2.22678,-0.756594,3.18526,0.201885,0.201885,1.27676e-015,-26.7102,2.22678,72.8505,48.3671,48.3671,-2.84217e-014,-0.814148,0.814148,0,0,0,-0.0685134,0.0685134,0,0,0
127,2003-02-05,00:00:00.00,-67.885,0,67.885,12.9092,47.2318,60.141,0,60.141,0,0.814148,0.0685134,44.9709,42.9417,88.7953,88.7953,2.84217e-014,-0,-0,-0,-118.332,-0,-0,-0,-3.18526,-80.3796,-0.814148,-0.0685134,0,-202.78,-202.78,-2.84217e-014,-77.9142,-67.885,118.332,26.7102,0.756594,-1.28786e-014,0,-1.28786e-014,-44.9709,-42.9417,0,77.9142,23.2757,13.2772,23.2772,-10,-23.2757,-41.651,-12.9092,0,67.885,-9.95084,0.0491593,-10,-47.2318,0,41.651,-5.58081,4.41919,-10,-2.32371,-0.756594,3.18526,0.104955,0.104955,1.13798e-015,-26.7102,2.32371,80.3796,55.9931,55.9931,2.13163e-014,-0.814148,0.814148,0,0,0,-0.0685134,0.0685134,0,0,0
128,2003-02-06,00:00:00.00,-67.885,0,67.885,12.9092,47.4281,60.3373,0,60.3373,0,0.814148,0.0685134,44.9962,42.9667,88.8456,88.8456,7.10543e-014,-0,-0,-0,-118.332,-0,-0,-0,-3.18526,-81.8239,-0.814148,-0.0685134,0,-204.224,-204.224,-2.84217e-014,-77.9142,-67.885,118.332,26.7102,0.756594,-1.28786e-014,0,-1.28786e-014,-44.9962,-42.9667,0,77.9142,23.2813,13.2326,23.2326,-10,-23.2813,-41.6944,-12.9092,0,67.885,-10,0,-10,-47.4281,0,41.6944,-5.7337,4.2663,-10,-2.42866,-0.756594,3.18526,1.33227e-015,0,1.33227e-015,-26.7102,2.42866,81.8239,57.5424,57.5424,7.10543e-015,-0.814148,0.814148,0,0,0,-0.0685134,0.0685134,0,0,0
129,2003-02-07,00:00:00.00,-67.885,0,67.885,12.9092,47.6159,60.525,0,60.525,0,0.814148,0.0685134,45.0503,43.0197,88.9526,88.9526,-1.42109e-014,-0,-0,-0,-118.332,-0,-0,-0,-3.18526,-82.2022,-0.814148,-0.0685134,0,-204.602,-204.602,2.84217e-014,-77.9142,-67.885,118.332,26.7102,0.756594,-1.28786e-014,0,-1.28786e-014,-45.0503,-43.0197,0,77.9142,23.2813,13.1256,23.1256,-10,-23.2813,-41.6944,-12.9092,0,67.885,-10,0,-10,-47.6159,0,41.6944,-5.92143,4.07857,-10,-2.42866,-0.756594,3.18526,1.33227e-015,0,1.33227e-015,-26.7102,2.42866,82.2022,57.9206,57.9206,-2.84217e-014,-0.814148,0.814148,0,0,0,-0.0685134,0.0685134,0,0,0
130,2003-02-08,00:00:00.00,-67.885,0,67.885,12.9092,47.7953,60.7045,0,60.7045,0,0.814148,0.0685134,45.0851,43.0541,89.0218,89.0218,1.42109e-014,-0,-0,-0,-118.332,-0,-0,-0,-3.18526,-82.3921,-0.814148,-0.0685134,0,-204.792,-204.792,-5.68434e-014,-77.9142,-67.885,118.332,26.7102,0.756594,-1.28786e-014,0,-1.28786e-014,-45.0851,-43.0541,0,77.9142,23.2813,13.0564,23.0564,-10,-23.2813,-41.6944,-12.9092,0,67.885,-10,0,-10,-47.7953,0,41.6944,-6.10089,3.89911,-10,-2.42866,-0.756594,3.18526,1.33227e-015,0,1.33227e-015,-26.7102,2.42866,82.3921,58.1105,58.1105,6.39488e-014,-0.814148,0.814148,0,0,0,-0.0685134,0.0685134,0,0,0
131,2003-02-09,00:00:00.00,-67.885,0,67.885,12.9092,47.9669,60.8761,0,60.8761,0,0.814148,0.0685134,45.1265,43.0949,89.104,89.104,2.84217e-014,-0,-0,-0,-118.332,-0,-0,-0,-3.18526,-83.2157,-0.814148,-0.0685134,0,-205.616,-205.616,-5.68434e-014,-77.9142,-67.885,118.332,26.7102,0.756594,-1.28786e-014,0,-1.28786e-014,-45.1265,-43.0949,0,77.9142,23.2813,12.9742,22.9742,-10,-23.2813,-41.6944,-12.9092,0,67.885,-10,0,-10,-47.9669,0,41.6944,-6.27246,3.72754,-10,-2.42866,-0.756594,3.18526,1.33227e-015,0,1.33227e-015,-26.7102,2.42866,83.2157,58.9342,58.9342,4.26326e-014,-0.814148,0.814148,0,0,0,-0.0685134,0.0685134,0,0,0
132,2003-02-10,00:00:00.00,-67.885,0,67.885,12.9092,48.1309,61.0401,0,61.0401,0,0.814148,0.0685134,45.1616,43.1295,89.1737,89.1737,2.84217e-014,-0,-0,-0,-118.332,-0,-0,-0,-3.18526,-83.28,-0.814148,-0.0685134,0,-205.68,-205.68,-8.52651e-014,-77.9142,-67.885,118.332,26.7102,0.756594,-1.28786e-014,0,-1.28786e-014,-45.1616,-43.1295,0,77.9142,23.2813,12.9045,22.9045,-10,-23.2813,-41.6944,-12.9092,0,67.885,-10,0,-10,-48.1309,0,41.6944,-6.43648,3.56352,-10,-2.42866,-0.756594,3.18526,1.33227e-015,0,1.33227e-015,-26.7102,2.42866,83.28,58.9984,58.9984,1.42109e-014,-0.814148,0.814148,0,0,0,-0.0685134,0.0685134,0,0,0
133,2003-02-11,00:00:00.00,-67.885,0,67.885,12.9092,48.2877,61.1969,0,61.1969,0,0.814148,0.0685134,45.2081,43.1756,89.2663,89.2663,7.10543e-014,-0,-0,-0,-118.332,-0,-0,-0,-3.18526,-84.2074,-0.814148,-0.0685134,0,-206.608,-206.608,-5.68434e-014,-77.9142,-67.885,118.332,26.7102,0.756594,-1.28786e-014,0,-1.28786e-014,-45.2081,-43.1756,0,77.9142,23.2813,12.8119,22.8119,-10,-23.2813,-41.6944,-12.9092,0,67.885,-10,0,-10,-48.2877,0,41.6944,-6.59328,3.40672,-10,-2.42866,-0.756594,3.18526,1.33227e-015,0,1.33227e-015,-26.7102,2.42866,84.2074,59.9258,59.9258,-7.10543e-015,-0.814148,0.814148,0,0,0,-0.0685134,0.0685134,0,0,0
134,2003-02-12,00:00:00.00,-67.885,0,67.885,12.9092,48.4376,61.3468,0,61.3468,0,0.814148,0.0685134,45.2129,43.1804,89.276,89.276,-1.42109e-014,-0,-0,-0,-118.332,-0,-0,-0,-3.18526,-85.0076,-0.814148,-0.0685134,0,-207.408,-207.408,2.84217e-014,-77.9142,-67.885,118.332,26.7102,0.756594,-1.28786e-014,0,-1.28786e-014,-45.2129,-43.1804,0,77.9142,23.2813,12.8022,22.8022,-10,-23.2813,-41.6944,-12.9092,0,67.885,-10,0,-10,-48.4376,0,41.6944,-6.74319,3.25681,-10,-2.42866,-0.756594,3.18526,1.33227e-015,0,1.33227e-015,-26.7102,2.42866,85.0076,60.7261,60.7261,-2.84217e-014,-0.814148,0.814148,0,0,0,-0.0685134,0.0685134,0,0,0
135,2003-02-13,00:00:00.00,-67.885,0,67.885,12.9092,48.5809,61.4901,0,61.4901,0,0.814148,0.0685134,45.2357,43.203,89.3214,89.3214,4.26326e-014,-0,-0,-0,-118.332,-0,-0,-0,-3.18526,-85.4078,-0.814148,-0.0685134,0,-207.808,-207.808,0,-77.9142,-67.885,118.332,26.7102,0.756594,-1.28786e-014,0,-1.28786e-014,-45.2357,-43.203,0,77.9142,23.2813,12.7568,22.7568,-10,-23.2813,-41.6944,-12.9092,0,67.885,-10,0,-10,-48.5809,0,41.6944,-6.88649,3.11351,-10,-2.42866,-0.756594,3.18526,1.33227e-015,0,1.33227e-015,-26.7102,2.42866,85.4078,61.1262,61.1262,-2.13163e-014,-0.814148,0.814148,0,0,0,-0.0685134,0.0685134,0,0,0
136,2003-02-14,00:00:00.00,-67.885,0,67.885,12.9092,48.7179,61.6271,0,61.6271,0,0.814148,0.0685134,45.2507,43.218,89.3513,89.3513,1.42109e-014,-0,-0,-0,-118.332,-0,-0,-0,-3.18526,-85.4792,-0.814148,-0.0685134,0,-207.879,-207.879,-2.84217e-014,-77.9142,-67.885,118.332,26.7102,0.756594,-1.28786e-014,0,-1.28786e-014,-45.2507,-43.218,0,77.9142,23.2813,12.7269,22.7269,-10,-23.2813,-41.6944,-12.9092,0,67.885,-10,0,-10,-48.7179,0,41.6944,-7.02349,2.97651,-10,-2.42866,-0.756594,3.18526,1.33227e-015,0,1.33227e-015,-26.7102,2.42866,85.4792,61.1976,61.1976,-7.10543e-015,-0.814148,0.814148,0,0,0,-0.0685134,0.0685134,0,0,0
137,2003-02-15,00:00:00.00,-67.885,0,67.885,12.9092,48.8489,61.7581,0,61.7581,0,0.814148,0.0685134,45.2838,43.2509,89.4173,89.4173,1.42109e-014,-0,-0,-0,-118.332,-0,-0,-0,-3.18526,-85.4792,-0.814148,-0.0685134,0,-207.879,-207.879,-2.84217e-014,-77.9142,-67.885,118.332,26.7102,0.756594,-1.28786e-014,0,-1.28786e-014,-45.2838,-43.2509,0,77.9142,23.2813,12.6609,22.6609,-10,-23.2813,-41.6944,-12.9092,0,67.885,-10,0,-10,-48.8489,0,41.6944,-7.15447,2.84553,-10,-2.42866,-0.756594,3.18526,1.33227e-015,0,1.33227e-015,-26.7102,2.42866,85.4792,61.1976,61.1976,-7.10543e-015,-0.814148,0.814148,0,0,0,-0.0685134,0.0685134,0,0,0
138,2003-02-16,00:00:00.00,-67.885,0,67.885,12.9092,48.9741,61.8833,0,61.8833,0,0.814148,0.0685134,45.2927,43.2599,89.4352,89.4352,0,-0,-0,-0,-118.332,-0,-0,-0,-3.18526,-85.4792,-0.814148,-0.0685134,0,-207.879,-207.879,-2.84217e-014,-77.9142,-67.885,118.332,26.7102,0.756594,-1.28786e-014,0,-1.28786e-014,-45.2927,-43.2599,0,77.9142,23.2813,12.643,22.643,-10,-23.2813,-41.6944,-12.9092,0,67.885,-10,0,-10,-48.9741,0,41.6944,-7.27967,2.72033,-10,-2.42866,-0.756594,3.18526,1.33227e-015,0,1.33227e-015,-26.7102,2.42866,85.4792,61.1976,61.1976,-7.10543e-015,-0.814148,0.814148,0,0,0,-0.0685134,0.0685134,0,0,0
139,2003-02-17,00:00:00.00,-67.885,0,67.885,12.9092,49.0938,62.003,0,62.003,0,0.814148,0.0685134,45.3035,43.2707,89.4569,89.4569,1.42109e-014,-0,-0,-0,-118.332,-0,-0,-0,-3.18526,-85.6676,-0.814148,-0.0685134,0,-208.068,-208.068,2.84217e-014,-77.9142,-67.885,118.332,26.7102,0.756594,-1.28786e-014,0,-1.28786e-014,-45.3035,-43.2707,0,77.9142,23.2813,12.6213,22.6213,-10,-23.2813,-41.6944,-12.9092,0,67.885,-10,0,-10,-49.0938,0,41.6944,-7.39937,2.60063,-10,-2.42866,-0.756594,3.18526,1.33227e-015,0,1.33227e-015,-26.7102,2.42866,85.6676,61.386,61.386,-7.10543e-015,-0.814148,0.814148,0,0,0,-0.0685134,0.0685134,0,0,0
140,2003-02-18,00:00:00.00,-67.885,0,67.885,12.9092,49.2082,62.1174,0,62.1174,0,0.814148,0.0685134,45.341,43.308,89.5317,89.5317,1.42109e-014,-0,-0,-0,-118.332,-0,-0,-0,-3.18526,-86.405,-0.814148,-0.0685134,0,-208.805,-208.805,0,-77.9142,-67.885,118.332,26.7102,0.756594,-1.28786e-014,0,-1.28786e-014,-45.341,-43.308,0,77.9142,23.2813,12.5465,22.5465,-10,-23.2813,-41.6944,-12.9092,0,67.885,-10,0,-10,-49.2082,0,41.6944,-7.51381,2.48619,-10,-2.42866,-0.756594,3.18526,1.33227e-015,0,1.33227e-015,-26.7102,2.42866,86.405,62.1235,62.1235,0,-0.814148,0.814148,0,0,0,-0.0685134,0.0685134,0,0,0
141,2003-02-19,00:00:00.00,-67.885,0,67.885,12.9092,49.3176,62.2268,0,62.2268,0,0.814148,0.0685134,45.3927,43.3593,89.6347,89.6347,0,-0,-0,-0,-118.332,-0,-0,-0,-3.18526,-86.8476,-0.814148,-0.0685134,0,-209.248,-209.248,-2.84217e-014,-77.9142,-67.885,118.332,26.7102,0.756594,-1.28786e-014,0,-1.28786e-014,-45.3927,-43.3593,0,77.9142,23.2813,12.4435,22.4435,-10,-23.2813,-41.6944,-12.9092,0,67.885,-10,0,-10,-49.3176,0,41.6944,-7.6232,2.3768,-10,-2.42866,-0.756594,3.18526,1.33227e-015,0,1.33227e-015,-26.7102,2.42866,86.8476,62.5661,62.5661,7.10543e-015,-0.814148,0.814148,0,0,0,-0.0685134,0.0685134,0,0,0
142,2003-02-20,00:00:00.00,-67.885,0,67.885,12.9092,49.4222,62.3314,0,62.3314,0,0.814148,0.0685134,45.4635,43.4298,89.7759,89.7759,2.84217e-014,-0,-0,-0,-118.332,-0,-0,-0,-3.18526,-86.9119,-0.814148,-0.0685134,0,-209.312,-209.312,-5.68434e-014,-77.9142,-67.885,118.332,26.7102,0.756594,-1.28786e-014,0,-1.28786e-014,-45.4635,-43.4298,0,77.9142,23.2813,12.3022,22.3022,-10,-23.2813,-41.6944,-12.9092,0,67.885,-10,0,-10,-49.4222,0,41.6944,-7.72779,2.27221,-10,-2.42866,-0.756594,3.18526,1.33227e-015,0,1.33227e-015,-26.7102,2.42866,86.9119,62.6304,62.6304,5.68434e-014,-0.814148,0.814148,0,0,0,-0.0685134,0.0685134,0,0,0
143,2003-02-21,00:00:00.00,-67.885,0,67.885,12.9092,49.5222,62.4314,0,62.4314,0,0.814148,0.0685134,45.5569,43.5227,89.9623,89.9623,4.26326e-014,-0,-0,-0,-118.332,-0,-0,-0,-3.18526,-86.9119,-0.814148,-0.0685134,0,-209.312,-209.312,-5.68434e-014,-77.9142,-67.885,118.332,26.7102,0.756594,-1.28786e-014,0,-1.28786e-014,-45.5569,-43.5227,0,77.9142,23.2813,12.1159,22.1159,-10,-23.2813,-41.6944,-12.9092,0,67.885,-10,0,-10,-49.5222,0,41.6944,-7.82777,2.17223,-10,-2.42866,-0.756594,3.18526,1.33227e-015,0,1.33227e-015,-26.7102,2.42866,86.9119,62.6304,62.6304,5.68434e-014,-0.814148,0.814148,0,0,0,-0.0685134,0.0685134,0,0,0
144,2003-02-22,00:00:00.00,-68.2963,0,68.2963,12.9092,49.6322,62.5414,0,62.5414,0,0.814148,0.0685134,45.6518,43.6168,90.1513,90.1513,0,-0,-0,-0,-118.332,-0,-0,-0,-3.18526,-86.9119,-0.814148,-0.0685134,0,-209.312,-209.312,-5.68434e-014,-77.9886,-68.2963,118.332,27.1959,0.756594,2.62013e-014,-3.19788e-019,2.62016e-014,-45.6518,-43.6168,0,77.9886,23.3641,12.084,22.084,-10,-23.3641,-42.0231,-12.9092,0,68.2963,-10,0,-10,-49.6322,0,42.0231,-7.60919,2.39081,-10,-2.42866,-0.756594,3.18526,1.33227e-015,0,1.33227e-015,-27.1959,2.42866,86.9119,62.1446,62.1446,4.9738e-014,-0.814148,0.814148,0,0,0,-0.0685134,0.0685134,0,0,0
145,2003-02-23,00:00:00.00,-68.2963,0,68.2963,12.9092,49.7374,62.6466,0,62.6466,0,0.814148,0.0685134,45.7377,43.7022,90.3225,90.3225,2.84217e-014,-0,-0,-0,-118.332,-0,-0,-0,-3.18526,-93.1221,-0.814148,-0.0685134,0,-215.522,-215.522,2.84217e-014,-77.9886,-68.2963,118.332,27.1959,0.756594,2.62013e-014,0,2.62013e-014,-45.7377,-43.7022,0,77.9886,23.3641,11.9128,21.9128,-10,-23.3641,-42.0231,-12.9092,0,68.2963,-10,0,-10,-49.7374,0,42.0231,-7.71439,2.28561,-10,-2.42866,-0.756594,3.18526,1.33227e-015,0,1.33227e-015,-27.1959,2.42866,93.1221,68.3548,68.3548,-4.26326e-014,-0.814148,0.814148,0,0,0,-0.0685134,0.0685134,0,0,0
146,2003-02-24,00:00:00.00,-68.2963,0,68.2963,12.9092,49.838,62.7472,0,62.7472,0,0.814148,0.0685134,45.7731,43.7375,90.3933,90.3933,1.42109e-014,-0,-0,-0,-118.332,-0,-0,-0,-3.18526,-93.1221,-0.814148,-0.0685134,0,-215.522,-215.522,2.84217e-014,-77.9886,-68.2963,118.332,27.1959,0.756594,2.62013e-014,0,2.62013e-014,-45.7731,-43.7375,0,77.9886,23.3641,11.842,21.842,-10,-23.3641,-42.0231,-12.9092,0,68.2963,-10,0,-10,-49.838,0,42.0231,-7.81496,2.18504,-10,-2.42866,-0.756594,3.18526,1.33227e-015,0,1.33227e-015,-27.1959,2.42866,93.1221,68.3548,68.3548,-4.26326e-014,-0.814148,0.814148,0,0,0,-0.0685134,0.0685134,0,0,0
147,2003-02-25,00:00:00.00,-68.2963,0,68.2963,12.9092,49.9342,62.8433,0,62.8433,0,0.814148,0.0685134,45.8054,43.7699,90.4579,90.4579,1.42109e-014,-0,-0,-0,-118.332,-0,-0,-0,-3.18526,-94.8846,-0.814148,-0.0685134,0,-217.285,-217.285,-1.13687e-013,-77.9886,-68.2963,118.332,27.1959,0.756594,2.62013e-014,0,2.62013e-014,-45.8054,-43.7699,0,77.9886,23.3641,11.7773,21.7773,-10,-23.3641,-42.0231,-12.9092,0,68.2963,-10,0,-10,-49.9342,0,42.0231,-7.91111,2.08889,-10,-2.42866,-0.756594,3.18526,1.33227e-015,0,1.33227e-015,-27.1959,2.42866,94.8846,70.1174,70.1174,-1.42109e-014,-0.814148,0.814148,0,0,0,-0.0685134,0.0685134,0,0,0
148,2003-02-26,00:00:00.00,-68.2963,0,68.2963,12.9092,50.0261,62.9353,0,62.9353,0,0.814148,0.0685134,45.8069,43.7714,90.4609,90.4609,4.26326e-014,-0,-0,-0,-118.332,-0,-0,-0,-3.18526,-94.9489,-0.814148,-0.0685134,0,-217.349,-217.349,0,-77.9886,-68.2963,118.332,27.1959,0.756594,2.62013e-014,0,2.62013e-014,-45.8069,-43.7714,0,77.9886,23.3641,11.7744,21.7744,-10,-23.3641,-42.0231,-12.9092,0,68.2963,-10,0,-10,-50.0261,0,42.0231,-8.00302,1.99698,-10,-2.42866,-0.756594,3.18526,1.33227e-015,0,1.33227e-015,-27.1959,2.42866,94.9489,70.1817,70.1817,1.42109e-014,-0.814148,0.814148,0,0,0,-0.0685134,0.0685134,0,0,0
